player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,draftlevel
Landry Shamet,PHX,25,193.04,86.18248,Wichita State,USA,2018,1,26,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104,2021-22,1
Lance Stephenson,IND,31,195.58,95.25432,Cincinnati,USA,2010,2,40,46,8.3,2.8,3.6,-7,0.014,0.149,0.219,0.536,0.298,2021-22,2
Lamar Stevens,CLE,24,198.12,104.32616,Penn State,USA,Undrafted,Undrafted,Undrafted,63,6.1,2.6,0.7,-1.3,0.048,0.112,0.169,0.544,0.066,2021-22,3
LaMelo Ball,CHA,20,200.66,81.64656,None,USA,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.554,0.341,2021-22,1
LaMarcus Aldridge,BKN,36,210.82,113.398,Texas-Austin,USA,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.219,0.604,0.062,2021-22,1
Kyrie Irving,BKN,30,187.96,88.45044,Duke,Australia,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.592,0.235,2021-22,1
Kyle Lowry,MIA,36,182.88,88.904032,Villanova,USA,2006,1,24,63,13.4,4.5,7.5,5.9,0.016,0.116,0.178,0.6,0.321,2021-22,1
Kyle Kuzma,WAS,26,205.74,100.243832,Utah,USA,2017,1,27,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.164,2021-22,1
Kyle Guy,MIA,24,185.42,75.749864,Virginia,USA,2019,2,55,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149,2021-22,2
Kyle Anderson,MEM,28,205.74,104.32616,UCLA,USA,2014,1,30,69,7.6,5.3,2.7,2,0.041,0.196,0.156,0.506,0.162,2021-22,1
Kris Dunn,POR,28,190.5,92.98636,Providence,USA,2016,1,5,14,7.6,3.5,5.6,-12,0.027,0.12,0.176,0.482,0.339,2021-22,1
Lindell Wigginton,MIL,24,185.42,85.728888,Iowa State,Canada,2019,Undrafted,Undrafted,19,4.2,1.3,1.2,-11.8,0.015,0.106,0.183,0.524,0.167,2021-22,3
Kemba Walker,NYK,32,182.88,83.460928,Connecticut,USA,2011,1,9,37,11.6,3,3.5,-9.1,0.014,0.099,0.202,0.537,0.22,2021-22,1
Kelly Olynyk,DET,31,210.82,108.86208,Gonzaga,Canada,2013,1,13,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22,1
Jrue Holiday,MIL,32,190.5,92.98636,UCLA,USA,2009,1,17,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297,2021-22,1
Joshua Primo,SAS,19,193.04,85.728888,Alabama,Canada,2021,1,12,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111,2021-22,1
Josh Richardson,SAS,28,195.58,90.7184,Tennessee,USA,2015,2,40,65,10.2,2.8,1.8,4.5,0.026,0.087,0.171,0.573,0.105,2021-22,2
Josh Okogie,MIN,23,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066,2021-22,1
Josh Jackson,SAC,25,203.2,93.893544,Kansas,USA,2017,1,4,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22,1
Josh Hart,POR,27,195.58,97.52228,Villanova,USA,2017,1,30,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,2021-22,1
Josh Green,DAL,21,195.58,90.7184,Arizona,Australia,2020,1,18,67,4.8,2.4,1.2,3.7,0.049,0.105,0.13,0.578,0.11,2021-22,1
Josh Giddey,OKC,19,203.2,92.98636,None,Australia,2021,1,6,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325,2021-22,1
Josh Christopher,HOU,20,190.5,97.52228,Arizona State,USA,2021,1,24,74,7.9,2.5,2,-9.2,0.037,0.103,0.205,0.534,0.17,2021-22,1
Jose Alvarado,NOP,24,182.88,81.192968,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,54,6.1,1.9,2.8,7.3,0.029,0.094,0.174,0.52,0.261,2021-22,3
Jordan Schakel,WAS,24,198.12,90.7184,San Diego State,USA,Undrafted,Undrafted,Undrafted,4,1.3,2,0,7.9,0.063,0.188,0.191,0.21,0,2021-22,3
Jordan Poole,GSW,23,193.04,87.996848,Michigan,USA,2019,1,28,76,18.5,3.4,4,6.6,0.015,0.094,0.252,0.598,0.207,2021-22,1
Jordan Nwora,MIL,23,203.2,102.0582,Louisville,USA,2020,2,45,62,7.9,3.6,1,-3,0.03,0.147,0.187,0.506,0.071,2021-22,2
Jordan McLaughlin,MIN,26,180.34,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,2021-22,3
Jordan Goodwin,WAS,23,190.5,90.7184,St. Louis,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,0,-110,0,0.2,0.25,0,0,2021-22,3
Juan Toscano-Anderson,GSW,29,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,2021-22,3
Kelly Oubre Jr.,CHA,26,198.12,92.079176,Kansas,USA,2015,1,15,76,15,4,1.1,-0.2,0.036,0.106,0.223,0.56,0.063,2021-22,1
Juancho Hernangomez,UTA,26,205.74,97.068688,None,Spain,2016,1,15,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064,2021-22,1
Justin Anderson,IND,28,195.58,104.779752,Virginia,USA,2015,1,21,16,6.4,2.9,2.1,-0.1,0.013,0.142,0.149,0.493,0.135,2021-22,1
Keljin Blevins,POR,26,193.04,90.7184,Montana State,USA,2019,Undrafted,Undrafted,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22,3
Keldon Johnson,SAS,22,198.12,99.79024,Kentucky,USA,2019,1,29,75,17,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,2021-22,1
Kelan Martin,BOS,26,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,2021-22,3
Keita Bates-Diop,SAS,26,203.2,103.872568,Ohio State,USA,2018,2,48,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059,2021-22,2
Keifer Sykes,IND,28,180.34,75.749864,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,32,5.6,1.4,1.9,-4.5,0.014,0.069,0.174,0.456,0.162,2021-22,3
Karl-Anthony Towns,MIN,26,210.82,112.490816,Kentucky,USA,2015,1,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,2021-22,1
Kai Jones,CHA,21,208.28,100.243832,Texas-Austin,Bahamas,2021,1,19,21,1,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021-22,1
KZ Okpala,MIA,23,203.2,97.52228,Stanford,USA,2019,2,32,21,3.7,2,0.7,2.7,0.044,0.118,0.141,0.521,0.082,2021-22,2
Juwan Morgan,BOS,25,200.66,105.233344,Indiana,USA,Undrafted,Undrafted,Undrafted,2,2.5,2,0.5,-26.2,0.061,0.065,0.04,0.833,0.043,2021-22,3
Jusuf Nurkic,POR,27,210.82,131.54168,None,Bosnia and Herzegovina,2014,1,16,56,15,11.1,2.8,-0.1,0.101,0.283,0.233,0.586,0.16,2021-22,1
Justise Winslow,POR,26,198.12,100.697424,Duke,USA,2015,1,10,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155,2021-22,1
Justin Robinson,DET,24,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.404,0.175,2021-22,3
Justin Jackson,PHX,27,203.2,99.79024,UNC,USA,2017,1,15,7,2.1,1,0.3,-15.6,0.019,0.167,0.177,0.472,0.125,2021-22,1
Justin Holiday,SAC,33,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,74,10.1,2.6,1.7,-5.1,0.014,0.08,0.156,0.543,0.086,2021-22,3
Justin Champagnie,TOR,21,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,36,2.3,2,0.3,7.4,0.111,0.126,0.111,0.571,0.051,2021-22,3
Julius Randle,NYK,27,203.2,113.398,Kentucky,USA,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.279,0.509,0.251,2021-22,1
Obi Toppin,NYK,24,205.74,99.79024,Dayton,USA,2020,1,8,72,9,3.7,1.1,6.9,0.056,0.155,0.205,0.614,0.105,2021-22,1
Lindy Waters III,OKC,24,198.12,97.52228,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,25,8,2.9,1,-4.7,0.012,0.14,0.166,0.562,0.078,2021-22,3
Lonzo Ball,CHI,24,198.12,86.18248,UCLA,USA,2017,1,2,35,13,5.4,5.1,3.1,0.029,0.125,0.17,0.575,0.203,2021-22,1
Mychal Mulder,MIA,28,190.5,88.45044,Kentucky,Canada,Undrafted,Undrafted,Undrafted,17,4.1,1.4,0.3,-10.3,0.007,0.089,0.153,0.438,0.031,2021-22,3
Moses Wright,DAL,23,203.2,102.511792,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,4,1.3,0.8,0.5,-21.9,0.083,0.143,0.139,0.47,0.182,2021-22,3
Moses Moody,GSW,20,195.58,95.707912,Arkansas,USA,2021,1,14,52,4.4,1.5,0.4,-4,0.028,0.098,0.148,0.573,0.056,2021-22,1
Moses Brown,CLE,22,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,40,4.3,3.4,0,-6.2,0.11,0.257,0.199,0.612,0.005,2021-22,3
Moritz Wagner,ORL,25,210.82,111.13004,Michigan,Germany,2018,1,25,63,9,3.7,1.4,-7.2,0.041,0.19,0.224,0.623,0.151,2021-22,1
Montrezl Harrell,CHA,28,200.66,108.86208,Louisville,USA,2015,2,32,71,13.1,6.1,2,3,0.092,0.163,0.198,0.68,0.139,2021-22,2
Monte Morris,DEN,27,187.96,83.007336,Iowa State,USA,2017,2,51,75,12.6,3,4.4,6,0.013,0.087,0.173,0.583,0.201,2021-22,2
Mo Bamba,ORL,24,213.36,104.779752,Texas-Austin,USA,2018,1,6,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.582,0.073,2021-22,1
Miye Oni,UTA,24,195.58,93.439952,Yale,USA,2019,2,58,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179,2021-22,2
Mitchell Robinson,NYK,24,213.36,108.86208,Western Kentucky,USA,2018,2,36,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22,2
Miles McBride,NYK,21,185.42,88.45044,West Virginia,USA,2021,2,36,40,2.2,1.1,1,13,0.011,0.097,0.137,0.393,0.159,2021-22,2
Miles Bridges,CHA,24,200.66,102.0582,Michigan State,USA,2018,1,12,80,20.2,7,3.8,2.1,0.03,0.158,0.224,0.593,0.153,2021-22,1
Mike Muscala,OKC,30,208.28,108.86208,Bucknell,USA,2013,2,44,43,8,3,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22,2
Mike Conley,UTA,34,185.42,79.3786,Ohio State,USA,2007,1,4,72,13.7,3,5.3,7.7,0.023,0.079,0.202,0.572,0.281,2021-22,1
Mikal Bridges,PHX,25,198.12,94.800728,Villanova,USA,2018,1,10,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,2021-22,1
Myles Powell,PHI,24,187.96,88.45044,Seton Hall,USA,Undrafted,Undrafted,Undrafted,11,1.2,0.5,0.3,-15.1,0.019,0.098,0.163,0.364,0.088,2021-22,3
Michael Porter Jr.,DEN,24,208.28,98.883056,Missouri,USA,2018,1,14,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.416,0.085,2021-22,1
Myles Turner,IND,26,210.82,113.398,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1,-0.3,0.052,0.188,0.173,0.615,0.053,2021-22,1
Nassir Little,POR,22,195.58,99.79024,North Carolina,USA,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074,2021-22,1
Norvel Pelle,UTA,29,208.28,104.779752,Iona,USA,Undrafted,Undrafted,Undrafted,3,2,2,0,-54.2,0.15,0.158,0.152,0.6,0,2021-22,3
Norman Powell,LAC,29,190.5,97.52228,UCLA,USA,2015,2,46,45,19,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,2021-22,2
Nikola Vucevic,CHI,31,208.28,117.93392,Southern California,Montenegro,2011,1,16,73,17.6,11,3.2,-1.6,0.06,0.274,0.244,0.533,0.153,2021-22,1
Nikola Jokic,DEN,27,210.82,128.820128,None,Serbia,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.661,0.388,2021-22,2
Nik Stauskas,BOS,28,198.12,93.893544,Michigan,Canada,2014,1,8,8,2.3,0.4,0.3,19.3,0.024,0.049,0.184,0.541,0.065,2021-22,1
Nicolas Batum,LAC,33,203.2,104.32616,None,France,2008,1,25,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099,2021-22,1
Nickeil Alexander-Walker,UTA,23,195.58,92.98636,Virginia Tech,Canada,2019,1,17,65,10.6,2.9,2.4,-3.1,0.024,0.103,0.237,0.475,0.166,2021-22,1
Nick Richards,CHA,24,213.36,111.13004,Kentucky,Jamaica,2020,2,42,50,3,1.7,0.3,-13,0.086,0.137,0.147,0.689,0.054,2021-22,2
Nic Claxton,BKN,23,210.82,97.52228,Georgia,USA,2019,2,31,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066,2021-22,2
Nerlens Noel,NYK,28,210.82,99.79024,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06,2021-22,1
Nemanja Bjelica,GSW,34,205.74,106.140528,None,Serbia,2010,2,35,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22,2
Neemias Queta,SAC,22,213.36,112.490816,Utah State,Portugal,2021,2,39,15,3,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076,2021-22,2
Naz Reid,MIN,22,205.74,119.748288,Louisiana State,USA,Undrafted,Undrafted,Undrafted,77,8.3,3.9,0.9,-2.4,0.074,0.161,0.209,0.588,0.091,2021-22,3
Nathan Knight,MIN,24,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,37,3.7,2.3,0.6,3.6,0.114,0.174,0.203,0.603,0.126,2021-22,3
Nate Hinton,IND,23,195.58,95.25432,Houston,USA,Undrafted,Undrafted,Undrafted,2,0,0,0,76.2,0,0,0.25,0,0,2021-22,3
Naji Marshall,NOP,24,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,55,5.7,2.6,1.1,-2.2,0.047,0.142,0.197,0.505,0.126,2021-22,3
Lonnie Walker IV,SAS,23,193.04,92.532768,Miami,USA,2018,1,18,70,12.1,2.6,2.2,-3,0.01,0.095,0.232,0.512,0.137,2021-22,1
Melvin Frazier Jr.,OKC,25,195.58,97.52228,Tulane,USA,2018,2,35,3,10.7,4.3,0.3,-38.8,0.033,0.072,0.191,0.313,0.013,2021-22,2
Maxi Kleber,DAL,30,208.28,108.86208,None,Germany,Undrafted,Undrafted,Undrafted,59,7,5.9,1.2,3.9,0.047,0.182,0.131,0.537,0.067,2021-22,3
Malik Monk,LAL,24,190.5,90.7184,Kentucky,USA,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,2021-22,1
Malik Fitts,BOS,24,195.58,104.32616,None,USA,Undrafted,Undrafted,Undrafted,15,1.4,1.1,0.3,-16.3,0.033,0.185,0.139,0.553,0.125,2021-22,3
Malik Beasley,MIN,25,193.04,84.821704,Florida State,USA,2016,1,19,79,12.1,2.9,1.5,2,0.012,0.1,0.189,0.544,0.085,2021-22,1
Malcolm Hill,CHI,26,198.12,99.79024,Illinois,USA,Undrafted,Undrafted,Undrafted,19,3.8,1.8,0.4,-7.3,0.051,0.118,0.118,0.619,0.05,2021-22,3
Malcolm Brogdon,IND,29,195.58,103.872568,Virginia,USA,2016,2,36,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,2021-22,2
Malachi Flynn,TOR,24,185.42,79.3786,San Diego State,USA,2020,1,29,44,4.3,1.4,1.6,-2.6,0.016,0.097,0.157,0.488,0.185,2021-22,1
Mac McClung,LAL,23,187.96,83.91452,Texas Tech,USA,Undrafted,Undrafted,Undrafted,2,4,1.5,0.5,19.2,0,0.107,0.164,0.621,0.059,2021-22,3
M.J. Walker,PHX,24,195.58,96.615096,Florida State,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,0.5,-19.5,0,0.143,0.138,0,0.167,2021-22,3
Luke Kornet,BOS,26,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,15,2,1.9,0.6,10.4,0.118,0.142,0.112,0.506,0.108,2021-22,3
Luke Kennard,LAC,26,195.58,93.439952,Duke,USA,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22,1
Luka Garza,DET,23,208.28,110.222856,Iowa,USA,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086,2021-22,2
Luka Doncic,DAL,23,200.66,104.32616,None,Slovenia,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.571,0.458,2021-22,1
Luguentz Dort,OKC,23,190.5,97.52228,Arizona State,Canada,Undrafted,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.02,0.097,0.228,0.541,0.087,2021-22,3
Louis King,SAC,23,200.66,92.98636,Oregon,USA,Undrafted,Undrafted,Undrafted,10,4.5,1.2,0.9,-11.9,0,0.115,0.195,0.438,0.125,2021-22,3
Lou Williams,ATL,35,187.96,79.3786,None,USA,2005,2,45,56,6.3,1.6,1.9,0.8,0.02,0.084,0.215,0.5,0.196,2021-22,2
Malik Newman,CLE,25,190.5,86.18248,Kansas,USA,2018,Undrafted,Undrafted,1,8,1,1,8.3,0,0.1,0.438,0.68,1,2021-22,3
McKinley Wright IV,MIN,23,180.34,87.089664,Colorado,USA,Undrafted,Undrafted,Undrafted,5,1,0,0.6,-25.8,0,0,0.082,0.833,0.231,2021-22,3
Mamadi Diakite,OKC,25,205.74,103.418976,Virginia,Guinea,Undrafted,Undrafted,Undrafted,13,4.3,4.5,0.2,-3.2,0.084,0.216,0.136,0.54,0.018,2021-22,3
Marcus Morris Sr.,LAC,32,203.2,98.883056,Kansas,USA,2011,1,14,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.549,0.114,2021-22,1
Max Strus,MIA,26,195.58,97.52228,DePaul,USA,Undrafted,Undrafted,Undrafted,68,10.6,3,1.4,5.6,0.016,0.112,0.177,0.614,0.086,2021-22,3
Maurice Harkless,SAC,29,200.66,99.79024,St. John's,USA,2012,1,15,47,4.6,2.4,0.5,-4.2,0.014,0.114,0.112,0.561,0.035,2021-22,1
Matt Thomas,CHI,27,190.5,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,40,4,1.3,0.5,1.1,0.007,0.096,0.137,0.564,0.059,2021-22,3
Matt Ryan,BOS,25,200.66,97.52228,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,1,3,0,0,25,0,0,0.357,0.3,0,2021-22,3
Matt Mooney,NYK,27,187.96,90.264808,Texas Tech,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-100,0,0,0.4,0,0,2021-22,3
Matisse Thybulle,PHI,25,195.58,91.171992,Washington,USA,2019,1,20,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063,2021-22,1
Mason Plumlee,CHA,32,210.82,115.212368,Duke,USA,2013,1,22,73,6.5,7.7,3.1,0.9,0.091,0.205,0.117,0.603,0.165,2021-22,1
Mason Jones,LAL,23,193.04,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,4,6.8,2.5,1,22.8,0.02,0.148,0.18,0.625,0.129,2021-22,3
Marvin Bagley III,DET,23,210.82,106.59412,Duke,USA,2018,1,2,48,11.3,7,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,2021-22,1
Marquese Chriss,DAL,24,205.74,108.86208,Washington,USA,2016,1,8,34,4.5,3,0.5,-2.1,0.096,0.197,0.205,0.518,0.079,2021-22,1
Markus Howard,DEN,23,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,31,4.1,0.4,0.2,-4.9,0.01,0.064,0.264,0.567,0.068,2021-22,3
Marko Simonovic,CHI,22,210.82,99.79024,None,Montenegro,2020,2,44,9,1.9,1.1,0,1.2,0.122,0.119,0.247,0.428,0,2021-22,2
Markieff Morris,MIA,32,205.74,111.13004,Kansas,USA,2011,1,13,17,7.6,2.6,1.4,4.5,0.059,0.089,0.197,0.547,0.116,2021-22,1
Markelle Fultz,ORL,24,193.04,94.800728,Washington,USA,2017,1,1,18,10.8,2.7,5.5,-5.3,0.01,0.116,0.265,0.517,0.448,2021-22,1
Marcus Smart,BOS,28,193.04,99.79024,Oklahoma State,USA,2014,1,6,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,2021-22,1
Marcus Garrett,MIA,23,195.58,92.98636,Kansas,USA,Undrafted,Undrafted,Undrafted,12,1.1,1.9,0.6,5.8,0.072,0.108,0.086,0.28,0.069,2021-22,3
Micah Potter,DET,24,208.28,112.490816,Wisconsin,USA,Undrafted,Undrafted,Undrafted,3,4,3,0,-56.4,0.095,0.125,0.148,0.505,0,2021-22,3
