"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"10059",1248,34,6,1,23372.5422120187,"male",12,"White only","no 4-year degree",1,1722,"alameda","alameda",37.667493419817,-121.999068085438,1
"10060",1075,35,6,59,46258.661528118,"male",13,"White only","no 4-year degree",1,856,"orange","orange",33.7441078108864,-117.740306693141,1
"10061",2212,28,6,0,12000,"female",11,"White only","no 4-year degree",1,1215,"unknown","los angeles",34.6554861419122,-118.805507209042,1
"10062",1277,29,6,0,108890.528624877,"male",16,"Asian only","4-year degree",1,2000,"unknown","los angeles",34.0668214359401,-118.317644531021,1
"10063",1587,29,6,19,63742.7043160424,"male",16,"White only","4-year degree",1,145,"fresno","fresno",36.3597470631462,-119.963220598269,1
"10064",375,30,6,37,60999.139951542,"male",16,"Black only","4-year degree",1,750,"los angeles","los angeles",33.9938880993607,-118.553425670209,1
"10065",221,28,6,37,30518.8081101514,"male",12,"Asian only","no 4-year degree",1,493,"los angeles","los angeles",34.0579993984486,-118.397683564546,1
"10066",268,32,6,0,131421.391619369,"male",14,"Black only","no 4-year degree",1,1857,"unknown","los angeles",38.1988587227213,-121.629896514125,1
"10067",1728,31,6,0,20765.7536771148,"male",11,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,1220,"unknown","santa barbara",33.9432575516408,-118.191033095123,1
"10068",2222,29,6,95,37400,"male",13,"White only","no 4-year degree",1,2239,"solano","solano",38.1691026277226,-121.737869526517,1
"10069",530,35,6,37,183945.161582902,"female",20,"White only","4-year degree",1,296,"los angeles","los angeles",34.0540737691285,-118.236380977998,1
"10070",1901,28,6,113,0,"female",13,"White only","no 4-year degree",NA,1472,"yolo","yolo",38.6819006484057,-121.882504709645,1
"10071",1301,32,6,37,0,"male",18,"Asian only","4-year degree",NA,207,"los angeles","los angeles",34.082986135603,-118.634421104348,1
"10072",2160,29,6,37,72304.6711203642,"male",16,"White only","4-year degree",1,604,"los angeles","los angeles",33.9419470615099,-118.34420671422,1
"10073",1034,34,6,37,50014.4008776173,"female",16,"White only","4-year degree",1,551,"los angeles","los angeles",34.1911119643727,-117.976357933677,1
"10074",1173,29,6,0,35000,"male",12,"White only","no 4-year degree",1,1373,"unknown","san joaquin",37.8971559374972,-121.32177357475,1
"10075",647,25,6,0,13566.3199822884,"female",16,"White-Asian","4-year degree",1,87,"unknown","orange",33.0859307317314,-117.211412738815,1
"10076",1183,26,6,29,0,"male",8,"White only","no 4-year degree",NA,7,"kern","kern",35.1962814001385,-119.121149283241,1
"10077",1832,35,6,95,57226.9846929237,"male",12,"White only","no 4-year degree",1,2252,"solano","solano",38.2006115086839,-122.025710298587,1
"10078",1782,26,6,0,73583.9630663395,"male",13,"Asian only","no 4-year degree",1,2025,"unknown","sacramento",37.6388527693501,-121.056276827679,1
"10079",1741,28,6,67,20940.5947998166,"female",13,"Asian only","no 4-year degree",1,1397,"sacramento","sacramento",38.3255079784536,-121.421405861261,1
"10080",450,28,6,59,41037.342252804,"male",12,"White only","no 4-year degree",1,845,"orange","orange",33.7970448659533,-117.792671515283,1
"10081",1511,29,6,37,27342.8840478882,"male",16,"Asian only","4-year degree",1,491,"los angeles","los angeles",33.9249984270965,-118.281024454153,1
"10082",137,25,6,37,0,"male",16,"Asian only","4-year degree",NA,423,"los angeles","los angeles",34.0468451416683,-118.373008089313,1
"10083",641,27,6,0,129915.953529999,"male",18,"Asian only","4-year degree",1,1996,"unknown","los angeles",33.9791916250004,-118.332219547321,1
"10084",1963,26,6,7,62938.3397726342,"male",14,"White only","no 4-year degree",1,57,"butte","butte",39.6610746456715,-121.277547170524,1
"10085",597,30,6,59,89293.5992013663,"male",16,"White only","4-year degree",1,938,"orange","orange",33.7984317947633,-117.79575118344,1
"10086",1098,30,6,0,0,"female",13,"Hawaiian/Pacific Islander only (HP)","no 4-year degree",NA,2015,"unknown","los angeles",33.9871206236302,-118.139440051317,1
"10087",1009,34,6,37,0,"female",18,"Asian only","4-year degree",NA,197,"los angeles","los angeles",34.0643867237669,-118.248265889859,1
"10088",522,28,6,83,0,"male",12,"Black-Asian","no 4-year degree",NA,2149,"santa barbara","santa barbara",34.7345500571309,-120.327408567094,1
"10089",2075,34,6,95,210193.171817809,"male",16,"White only","4-year degree",1,2232,"solano","solano",38.0766240652573,-121.909192765882,1
"10090",1065,32,6,1,64574.8231234029,"female",16,"White only","4-year degree",1,1723,"alameda","alameda",37.7769108980623,-122.047394573462,1
"10091",711,30,6,0,0,"female",13,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,1369,"unknown","san diego",32.8809514985292,-117.170968015729,1
"10092",524,29,6,37,0,"male",14,"Asian only","no 4-year degree",NA,435,"los angeles","los angeles",34.1077146336285,-118.37362494839,1
"10093",731,26,6,59,15450.721133966,"male",16,"White only","4-year degree",1,1011,"orange","orange",33.6734308303726,-117.739729527629,1
"10094",411,28,6,1,59453.2252398785,"male",18,"White only","4-year degree",1,1712,"alameda","alameda",37.5705260193129,-121.952107944574,1
"10095",1545,26,6,37,34783.2728179358,"male",18,"White only","4-year degree",1,426,"los angeles","los angeles",34.0644352234299,-118.28106838002,1
"10096",1221,32,6,97,42499.880079329,"male",14,"White only","no 4-year degree",1,2157,"sonoma","sonoma",38.364280131138,-122.54666657592,1
"10097",2183,26,6,59,9409.91484047845,"male",12,"White only","no 4-year degree",0,946,"orange","orange",33.6222462332616,-117.652177564324,1
"10098",487,35,6,73,73725.9567789733,"male",20,"Asian only","4-year degree",1,1509,"san diego","san diego",33.2024051364116,-117.071545181719,1
"10099",521,33,6,99,25368.6287789606,"female",13,"White only","no 4-year degree",1,1030,"stanislaus","stanislaus",37.6404043072079,-120.90498374503,1
"10100",2211,31,6,37,23424.8390682042,"female",13,"White-AI","no 4-year degree",1,542,"los angeles","los angeles",34.0089589407796,-118.241182105997,1
"10101",154,35,6,19,3010.7783573214,"male",11,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,129,"fresno","fresno",36.5750860332308,-119.299729455191,1
"10102",975,30,6,37,53925.9678218514,"male",12,"White only","no 4-year degree",1,663,"los angeles","los angeles",34.0283165653452,-118.303931782403,1
"10103",188,27,6,0,32156.2516281847,"female",13,"Asian only","no 4-year degree",1,2092,"unknown","los angeles",37.9371784518848,-121.300906496042,1
"10104",867,26,6,37,16109.3914919533,"male",12,"White only","no 4-year degree",1,582,"los angeles","los angeles",34.2103576904535,-118.473764439298,1
"10105",995,25,6,31,0,"female",16,"White only","4-year degree",NA,174,"kings","kings",36.2237111955035,-119.68365201964,1
"10106",351,35,6,29,0,"female",12,"Black only","no 4-year degree",NA,5,"kern","kern",35.3903994284578,-119.053517197718,1
"10107",2252,30,6,37,115493.787964806,"male",13,"White only","no 4-year degree",1,385,"los angeles","los angeles",34.1416708695317,-118.07995498431,1
"10108",383,32,6,67,104984.623532137,"female",18,"White-Black","4-year degree",1,1392,"sacramento","sacramento",38.3387406067214,-121.478054523969,1
"10109",598,28,6,59,36841.7096218094,"male",20,"White only","4-year degree",1,909,"orange","orange",33.651989529355,-117.753846845695,1
"10110",2012,31,6,37,0,"male",16,"Asian only","4-year degree",NA,734,"los angeles","los angeles",34.0310804110538,-118.695132296401,1
"10111",2055,26,6,73,25000,"male",12,"White only","no 4-year degree",NA,1550,"san diego","san diego",32.8806593858297,-117.175429012037,1
"10112",2053,31,6,0,70560.5827081017,"male",18,"Asian only","4-year degree",1,1233,"unknown","kings",37.599578300242,-121.980329250688,1
"10113",2216,31,6,0,107883.783355355,"female",16,"American Indian, Alaskan Native only (AI)","4-year degree",1,1862,"unknown","los angeles",34.0349199489825,-118.256718396127,1
"10114",571,29,6,73,0,"female",13,"White only","no 4-year degree",NA,1525,"san diego","san diego",33.1378229222731,-117.310323491294,1
"10115",273,35,6,0,35666.7287016753,"male",12,"White only","no 4-year degree",1,1157,"unknown","los angeles",34.0185595939923,-118.236077864609,1
"10116",1329,31,6,37,38788.0790606141,"female",13,"White only","no 4-year degree",1,592,"los angeles","los angeles",34.0592191926012,-118.268250917179,1
"10117",753,31,6,83,31708.4307521582,"female",12,"White only","no 4-year degree",1,2146,"santa barbara","santa barbara",34.6828666118007,-120.170161672469,1
"10118",1341,32,6,37,0,"female",13,"White only","no 4-year degree",NA,667,"los angeles","los angeles",34.0313003239258,-118.012464117484,1
"10119",1751,25,6,0,31253.9154781401,"male",16,"White only","4-year degree",1,1815,"unknown","santa barbara",34.0252806000573,-118.319890550665,1
"10120",1758,28,6,77,38219.60156471,"female",18,"White only","4-year degree",1,2201,"san joaquin","san joaquin",38.001489487125,-121.400078575873,1
"10121",878,26,6,37,50311.0677027144,"male",12,"White only","no 4-year degree",1,308,"los angeles","los angeles",33.8821189947583,-118.191540770142,1
"10122",1238,32,6,95,40000,"male",12,"White only","no 4-year degree",1,2241,"solano","solano",38.0828705077307,-122.109858186966,1
"10123",1686,35,6,107,4823.88815353625,"female",16,"White only","4-year degree",NA,2268,"tulare","tulare",36.293323561618,-118.520627578347,1
"10124",1077,26,6,59,0,"female",12,"White only","no 4-year degree",NA,886,"orange","orange",33.7257952336328,-117.746027494174,1
"10125",2232,26,6,89,13853.407230787,"female",12,"White-AI","no 4-year degree",NA,1122,"shasta","shasta",40.5940799562473,-122.586216857843,1
"10126",306,25,6,0,47919.3296680693,"female",13,"White only","no 4-year degree",1,1970,"unknown","san diego",33.8640579979155,-117.659209359969,1
"10127",1972,29,6,37,21391.8229220435,"male",14,"White only","no 4-year degree",1,178,"los angeles","los angeles",34.0843653028879,-118.534285130292,1
"10128",1117,35,6,1,102121.948375367,"female",16,"Asian only","4-year degree",1,1745,"alameda","alameda",37.5623617812151,-122.053353447137,1
"10129",1214,29,6,0,40000,"female",13,"White only","no 4-year degree",1,1136,"unknown","tulare",36.3274625178542,-118.574023631438,1
"10130",349,29,6,83,29871.8855157495,"male",16,"Asian only","4-year degree",1,2139,"santa barbara","santa barbara",34.7518194356596,-120.114296329684,1
"10131",2037,35,6,95,0,"female",20,"White only","4-year degree",NA,2248,"solano","solano",38.2267252763615,-121.90726202482,1
"10132",169,30,6,37,14652.4785957299,"male",9,"White only","no 4-year degree",1,455,"los angeles","los angeles",34.0209712089769,-118.441349812578,1
"10133",546,34,6,111,2821.4274876751,"female",16,"White only","4-year degree",1,1089,"ventura","ventura",34.522608642765,-119.138217149309,1
"10134",1884,35,6,29,11902.8001153842,"female",12,"White only","no 4-year degree",1,25,"kern","kern",35.1934676085662,-119.336411985472,1
"10135",1589,35,6,7,0,"male",12,"White only","no 4-year degree",NA,54,"butte","butte",39.6378223612065,-121.466613507224,1
"10136",558,35,6,0,212206.677794457,"female",18,"Asian only","4-year degree",1,2069,"unknown","kern",38.2369082818526,-121.599571288226,1
"10137",1467,29,6,0,66920.7621994428,"male",16,"White only","4-year degree",1,94,"unknown","los angeles",33.6089411885917,-117.783649419271,1
"10138",2130,26,6,0,38805.5072575808,"male",12,"White only","no 4-year degree",1,1321,"unknown","los angeles",33.958482799468,-118.299641185615,1
"10139",2038,26,6,1,42605.5706813931,"female",16,"Asian only","4-year degree",1,1694,"alameda","alameda",37.607460965949,-121.954759475972,1
"10140",573,31,6,37,105000,"male",18,"White only","4-year degree",1,276,"los angeles","los angeles",34.2634083648555,-117.939677094859,1
"10141",2018,25,6,37,25000,"male",16,"White only","4-year degree",1,226,"los angeles","los angeles",34.1457497376938,-118.567287513255,1
"10142",373,29,6,0,0,"female",12,"White only","no 4-year degree",NA,1217,"unknown","fresno",33.2822185652027,-116.617756986729,1
"10143",1324,27,6,59,12258.0171821639,"male",9,"White only","no 4-year degree",1,855,"orange","orange",33.654221853095,-117.719711976431,1
"10144",578,34,6,59,51976.9789839629,"female",16,"Asian only","4-year degree",1,865,"orange","orange",33.7194043231573,-117.648852237299,1
"10145",1529,27,6,37,40582.4163258076,"male",12,"White only","no 4-year degree",1,317,"los angeles","los angeles",33.8211973031367,-118.166385731238,1
"10146",1900,33,6,1,18322.7939736098,"female",12,"Asian only","no 4-year degree",NA,1786,"alameda","alameda",37.5280711736037,-121.721760980608,1
"10147",257,29,6,19,60101.654694095,"female",16,"Asian only","4-year degree",1,104,"fresno","fresno",36.8597652020824,-119.477396232106,1
"10148",104,32,6,37,0,"male",14,"White only","no 4-year degree",0,219,"los angeles","los angeles",34.1454737706993,-118.085587786084,1
"10149",281,33,6,0,0,"male",12,"White-Asian","no 4-year degree",0,2041,"unknown","alameda",37.7068107398632,-122.0453154696,1
"10150",253,30,6,0,140374.753993005,"male",18,"Asian only","4-year degree",1,2023,"unknown","san mateo",37.6958194822372,-121.906570481462,1
"10151",953,28,6,0,21237.3765759543,"female",12,"White only","no 4-year degree",1,83,"unknown","los angeles",34.0807592273419,-118.500897947826,1
"10152",726,29,6,37,50038.6432209052,"male",14,"Asian only","no 4-year degree",1,589,"los angeles","los angeles",34.0573027542232,-118.120845555062,1
"10153",807,32,6,59,0,"female",13,"White only","no 4-year degree",NA,908,"orange","orange",33.7340556689464,-117.695861145411,1
"10154",1865,26,6,1,11416.0191413015,"female",16,"White-Black","4-year degree",1,1782,"alameda","alameda",37.7471885080307,-122.047553017599,1
"10155",1400,26,6,37,79693.0937748402,"male",13,"White only","no 4-year degree",1,555,"los angeles","los angeles",34.3155516558986,-118.415847488629,1
"10156",916,26,6,37,73290.836237371,"male",16,"White only","4-year degree",1,228,"los angeles","los angeles",33.9532689012258,-118.16738483754,1
"10157",226,27,6,29,0,"female",11,"Black only","no 4-year degree",NA,49,"kern","kern",35.2061241994103,-119.313531248658,1
"10158",1605,26,6,0,46909.9472109228,"male",16,"Asian only","4-year degree",1,1985,"unknown","tulare",34.0802707287581,-118.154421402418,1
"10159",418,25,6,37,0,"male",11,"White only","no 4-year degree",1,393,"los angeles","los angeles",34.0887691188355,-118.263465529489,1
"10160",1243,33,6,77,78047.8695512284,"male",12,"White only","no 4-year degree",1,2187,"san joaquin","san joaquin",38.0211965894997,-121.455332489545,1
"10161",692,32,6,67,69569.1314912215,"female",16,"White only","4-year degree",1,1409,"sacramento","sacramento",38.3085568023727,-121.594833480766,1
"10162",187,29,6,37,0,"female",12,"White only","no 4-year degree",NA,334,"los angeles","los angeles",34.0762003668219,-118.25167273062,1
"10163",828,26,6,95,0,"female",12,"White only","no 4-year degree",NA,2242,"solano","solano",38.2855489254317,-121.94244123016,1
"10164",1820,28,6,1,13406.7926752847,"male",12,"White only","no 4-year degree",0,1761,"alameda","alameda",37.5127815912227,-121.959604646966,1
"10165",1381,31,6,0,15529.4925571186,"female",20,"Asian only","4-year degree",1,2081,"unknown","san diego",33.1351225130156,-117.247739325043,1
"10166",5,31,6,73,0,"female",16,"White only","4-year degree",NA,1533,"san diego","san diego",33.0875483504403,-117.110754486988,1
"10167",1546,28,6,111,26494.5543884067,"female",13,"Asian only","no 4-year degree",1,1087,"ventura","ventura",34.5075266006882,-119.307268723959,1
"10168",856,32,6,99,76861.2872101367,"male",14,"White only","no 4-year degree",1,1037,"stanislaus","stanislaus",37.3110009831174,-121.216200733387,1
"10169",218,33,6,37,32999.0171561949,"female",20,"White only","4-year degree",1,731,"los angeles","los angeles",34.0597215319137,-118.327068850276,1
"10170",39,28,6,67,16525.9917271137,"female",13,"White only","no 4-year degree",1,1426,"sacramento","sacramento",38.2905492296646,-121.601703289054,1
"10171",1857,26,6,29,30093.0235278793,"male",11,"White only","no 4-year degree",1,10,"kern","kern",35.2126118806464,-119.360214589015,1
"10172",491,25,6,73,30260.7608374208,"male",13,"White only","no 4-year degree",NA,1621,"san diego","san diego",33.077057058332,-116.718654287192,1
"10173",1369,31,6,59,36328.1979184598,"female",12,"White only","no 4-year degree",1,1006,"orange","orange",33.6169911125373,-117.757502282275,1
"10174",873,33,6,81,29834.3874569982,"female",13,"Asian only","no 4-year degree",1,1933,"san mateo","san mateo",37.4589285855747,-122.234902581418,1
"10175",1661,25,6,1,63201.4040410519,"female",16,"Asian only","4-year degree",1,1691,"alameda","alameda",37.6621520600043,-121.881830210924,1
"10176",226,27,6,29,0,"female",11,"Black only","no 4-year degree",NA,49,"kern","kern",35.356570805808,-119.605148672177,1
"10177",156,34,6,37,0,"female",13,"White only","no 4-year degree",NA,441,"los angeles","los angeles",33.9456853081253,-118.058554223342,1
"10178",303,34,6,19,0,"male",13,"White only","no 4-year degree",NA,119,"fresno","fresno",36.812219132187,-119.483585649258,1
"10179",1364,27,6,59,0,"female",13,"White only","no 4-year degree",NA,1007,"orange","orange",33.6910903496278,-117.859786726781,1
"10180",449,30,6,81,17314.0652254254,"female",16,"White only","4-year degree",1,1924,"san mateo","san mateo",37.4851425022699,-122.354809901954,1
"10181",1251,34,6,37,260000,"male",16,"White only","4-year degree",1,579,"los angeles","los angeles",34.2050359280177,-118.219277162034,1
"10182",102,29,6,37,100500.816595741,"male",16,"White only","4-year degree",1,247,"los angeles","los angeles",33.9729883327319,-118.363908148934,1
"10183",1547,27,6,37,1132.00918373652,"female",12,"White only","no 4-year degree",1,310,"los angeles","los angeles",33.9996017449673,-118.212013680851,1
"10184",2100,28,6,113,49539.843412862,"male",12,"White only","no 4-year degree",1,1471,"yolo","yolo",38.6839237532479,-121.816020849522,1
"10185",45,32,6,59,38000,"female",14,"White only","no 4-year degree",1,983,"orange","orange",33.6291568941322,-117.745335698614,1
"10186",1281,35,6,0,130823.102105036,"female",18,"White only","4-year degree",1,1316,"unknown","los angeles",37.0333740694204,-121.959929776626,1
"10187",400,26,6,97,32728.3301334828,"male",12,"White only","no 4-year degree",1,2154,"sonoma","sonoma",38.545800002913,-122.855023590571,1
"10188",1197,35,6,59,90020.0901107862,"male",12,"White only","no 4-year degree",1,1012,"orange","orange",33.7405597826316,-117.73400943287,1
"10189",636,34,6,67,97.2606194438413,"male",13,"White only","no 4-year degree",1,1436,"sacramento","sacramento",38.3554020316257,-121.505424257802,1
"10190",424,34,6,19,0,"female",9,"White only","no 4-year degree",NA,112,"fresno","fresno",36.8645808545912,-119.929441365452,1
"10191",1970,32,6,59,71014.7521167528,"female",13,"White only","no 4-year degree",1,891,"orange","orange",33.6867701058172,-117.639080301073,1
"10192",333,30,6,73,467311.289564241,"male",20,"White only","4-year degree",1,1537,"san diego","san diego",32.8736927567249,-117.114538326483,1
"10193",1613,35,6,111,29325.5281322636,"female",16,"White only","4-year degree",1,1083,"ventura","ventura",34.4268450544382,-119.087718856365,1
"10194",1478,28,6,73,29397.0200668089,"female",12,"White only","no 4-year degree",1,1574,"san diego","san diego",32.9633420258371,-117.062263400615,1
"10195",345,31,6,1,63326.9730163738,"male",16,"Asian only","4-year degree",1,1784,"alameda","alameda",37.7462091178837,-122.08261381482,1
"10196",1996,29,6,73,12000,"female",16,"White only","4-year degree",1,1651,"san diego","san diego",32.93880087779,-116.990338182187,1
"10197",1880,28,6,0,110906.184805557,"male",13,"White only","no 4-year degree",1,1150,"unknown","tulare",36.980308933447,-119.896840208315,1
"10198",2219,25,6,37,84263.8682040852,"female",16,"White only","4-year degree",1,238,"los angeles","los angeles",34.0116767875152,-118.234457687361,1
"10199",1756,35,6,59,0,"female",16,"White only","4-year degree",NA,937,"orange","orange",33.6667241320402,-117.757821721396,1
"10200",1706,28,6,73,26064.323361218,"male",16,"White only","4-year degree",1,1562,"san diego","san diego",33.0533894815551,-116.818748314346,1
"10201",2018,25,6,37,23627.6815261226,"male",16,"White only","4-year degree",1,226,"los angeles","los angeles",33.9906931629382,-118.306310145043,1
"10202",126,28,6,37,95366.3759678602,"male",12,"White only","no 4-year degree",0,686,"los angeles","los angeles",33.9541827255869,-118.297636056027,1
"10203",1572,33,6,75,239736.575330608,"male",16,"White only","4-year degree",1,1893,"san francisco","san francisco",37.7814873777899,-122.407052692822,1
"10204",150,32,6,73,30000,"female",16,"White only","4-year degree",1,1572,"san diego","san diego",33.3822487017718,-117.41358041466,1
"10205",546,34,6,111,2756.2744198367,"female",16,"White only","4-year degree",1,1089,"ventura","ventura",34.3080435630893,-118.855761019248,1
"10206",1310,26,6,67,10904.5370372012,"female",13,"White only","no 4-year degree",1,1440,"sacramento","sacramento",38.3992469529546,-121.423971166649,1
"10207",1650,33,6,73,90420.4468238633,"male",16,"White only","4-year degree",1,1614,"san diego","san diego",33.1350444404463,-117.292532835461,1
"10208",1364,27,6,59,0,"female",13,"White only","no 4-year degree",NA,1007,"orange","orange",33.7517939743159,-117.825509708206,1
"10209",133,32,6,37,0,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,634,"los angeles","los angeles",33.9085853047911,-118.345451451197,1
"10210",182,30,6,111,0,"female",12,"White only","no 4-year degree",NA,1052,"ventura","ventura",34.3426537889306,-119.13127934723,1
"10211",1499,34,6,59,12272.1372496337,"female",10,"White only","no 4-year degree",1,997,"orange","orange",33.7294799581918,-117.764701839556,1
"10212",427,35,6,37,36556.9133868217,"female",12,"White only","no 4-year degree",1,222,"los angeles","los angeles",34.1196417159839,-118.249614048941,1
"10213",357,25,6,0,0,"female",12,"White only","no 4-year degree",NA,1103,"unknown","san joaquin",34.2012890951348,-118.092840281706,1
"10214",336,32,6,73,1e+05,"male",18,"White only","4-year degree",1,1598,"san diego","san diego",33.0199977939642,-116.469678370951,1
"10215",785,34,6,83,83030.488855904,"male",13,"White only","no 4-year degree",1,2147,"santa barbara","santa barbara",34.7447591468136,-120.009142955226,1
"10216",1812,33,6,1,61645.6384621561,"male",18,"White only","4-year degree",1,1713,"alameda","alameda",37.612792521735,-121.809232526509,1
"10217",718,28,6,37,209641.337880865,"female",16,"White only","4-year degree",1,262,"los angeles","los angeles",34.0426142415244,-118.269750501158,1
"10218",205,32,6,19,31038.9565005898,"male",12,"White only","no 4-year degree",1,116,"fresno","fresno",36.9380030317712,-119.576320087579,1
"10219",3,34,6,77,45926.3100053067,"female",16,"White only","4-year degree",1,2177,"san joaquin","san joaquin",37.9859204322504,-121.238134412042,1
"10220",1116,27,6,37,19000,"female",12,"White only","no 4-year degree",0,561,"los angeles","los angeles",33.8522309786768,-118.140273690651,1
"10221",1641,33,6,59,82827.5753520429,"male",16,"White only","4-year degree",1,842,"orange","orange",33.637851658859,-117.756172105177,1
"10222",1910,28,6,37,50000,"female",16,"Asian only","4-year degree",1,588,"los angeles","los angeles",34.1261830555255,-118.527172327316,1
"10223",2056,35,6,29,83929.5352958143,"male",13,"White only","no 4-year degree",1,24,"kern","kern",35.3185488636348,-119.614275768574,1
"10224",1346,30,6,37,37854.8973713815,"male",12,"White only","no 4-year degree",1,302,"los angeles","los angeles",34.0520070771149,-118.421573841135,1
"10225",748,31,6,37,46466.8863732368,"male",12,"White only","no 4-year degree",1,498,"los angeles","los angeles",34.0415572885952,-118.416730216823,1
"10226",705,26,6,0,25807.3934909888,"male",13,"White only","no 4-year degree",1,1319,"unknown","los angeles",34.1069017272537,-117.989209668788,1
"10227",2026,32,6,1,103697.260948829,"female",18,"Asian only","4-year degree",1,1701,"alameda","alameda",37.70258254772,-121.992833668868,1
"10228",1272,30,6,19,88068.9528607763,"male",20,"White only","4-year degree",1,124,"fresno","fresno",36.7681415362547,-119.920456181624,1
"10229",1653,25,6,19,48000,"female",14,"Asian only","no 4-year degree",1,131,"fresno","fresno",37.0949231116133,-119.164804400449,1
"10230",953,28,6,0,22880,"female",12,"White only","no 4-year degree",1,83,"unknown","los angeles",33.9785193536564,-117.911354301897,1
"10231",1380,28,6,0,0,"female",18,"Asian only","4-year degree",NA,2095,"unknown","los angeles",34.1185584574292,-118.154141389785,1
"10232",1133,30,6,0,85886.1466339396,"female",20,"Asian only","4-year degree",1,2073,"unknown","san diego",34.0118682180967,-118.260713488225,1
"10233",1751,25,6,0,28800,"male",16,"White only","4-year degree",1,1815,"unknown","santa barbara",34.5513140226322,-119.799520791946,1
"10234",1585,26,6,75,295807.545133866,"female",18,"Asian only","4-year degree",1,1903,"san francisco","san francisco",37.7867658778827,-122.405359220183,1
"10235",1141,26,6,37,50000,"male",18,"White only","4-year degree",1,625,"los angeles","los angeles",34.1118688254279,-118.394767386134,1
"10236",73,25,6,107,21000,"female",12,"White only","no 4-year degree",1,2269,"tulare","tulare",36.0659339259996,-119.074909722261,1
"10237",227,25,6,0,40000,"male",12,"Asian only","no 4-year degree",1,2017,"unknown","los angeles",34.5910062879038,-117.879303346799,1
"10238",829,26,6,67,55000,"male",12,"White only","no 4-year degree",1,1443,"sacramento","sacramento",38.4298884807545,-121.443632736535,1
"10239",1825,27,6,1,126621.682606637,"female",18,"Asian only","4-year degree",1,1703,"alameda","alameda",37.6371173806854,-122.000144719582,1
"10240",1230,32,6,37,79757.2332397103,"male",16,"White only","4-year degree",1,666,"los angeles","los angeles",34.0353821875409,-118.754345730485,1
"10241",1708,34,6,0,0,"female",18,"White only","4-year degree",NA,1997,"unknown","los angeles",33.58651941927,-117.649873650252,1
"10242",512,35,6,0,19620.4006895423,"male",16,"White only","4-year degree",1,81,"unknown","kern",34.0449523881443,-118.055757303666,1
"10243",1229,32,6,37,1e+05,"male",16,"Asian only","4-year degree",1,739,"los angeles","los angeles",34.1395842098171,-118.090971745295,1
"10244",229,27,6,1,87186.3064002246,"male",16,"Asian only","4-year degree",1,1726,"alameda","alameda",37.6365018092085,-122.012630032741,1
"10245",1509,30,6,83,0,"female",13,"White only","no 4-year degree",NA,2138,"santa barbara","santa barbara",34.6944473330607,-119.959168197853,1
"10246",509,27,6,0,16288.5054813232,"female",16,"White only","4-year degree",1,1334,"unknown","san mateo",33.7848449883454,-117.597329503457,1
"10247",762,31,6,59,39784.9028278142,"male",13,"White only","no 4-year degree",1,854,"orange","orange",33.7238497654829,-118.001443696161,1
"10248",1461,29,6,77,0,"male",12,"White only","no 4-year degree",0,2193,"san joaquin","san joaquin",38.0035291086259,-121.289761323246,1
"10249",1661,25,6,1,64248.4604418278,"female",16,"Asian only","4-year degree",1,1691,"alameda","alameda",37.6654309989179,-121.945521422307,1
"10250",816,25,6,83,0,"male",13,"Asian only","no 4-year degree",NA,2131,"santa barbara","santa barbara",34.8189520612766,-120.265341242891,1
"10251",220,25,6,0,27999.7591576539,"female",16,"White only","4-year degree",1,1204,"unknown","san diego",33.9884638592307,-118.605693486467,1
"10252",1039,32,6,59,367869.976527989,"male",18,"White only","4-year degree",1,887,"orange","orange",33.7793431066195,-117.806841093717,1
"10253",431,28,6,37,109528.496745043,"female",16,"White only","4-year degree",1,774,"los angeles","los angeles",34.0491351545151,-118.061768267785,1
"10254",529,28,6,37,0,"female",16,"White only","4-year degree",NA,234,"los angeles","los angeles",34.1568718089863,-118.05318227218,1
"10255",1826,33,6,37,0,"female",16,"White-Black","4-year degree",NA,215,"los angeles","los angeles",33.9501707827596,-117.964252861487,1
"10256",255,35,6,59,104351.591434702,"female",18,"White only","4-year degree",1,918,"orange","orange",33.7470638197114,-117.739354392734,1
"10257",1353,28,6,37,107924.022334628,"male",16,"White only","4-year degree",1,372,"los angeles","los angeles",34.1004376573712,-118.223129642357,1
"10258",1745,25,6,0,40709.6467353404,"male",13,"White only","no 4-year degree",1,1287,"unknown","san francisco",40.6356918022666,-122.563993643822,1
"10259",342,25,6,111,47047.1417228691,"male",13,"White only","no 4-year degree",1,1065,"ventura","ventura",34.7758946412627,-118.978849557791,1
"10260",1056,33,6,37,43696.0407551378,"male",13,"Asian only","no 4-year degree",1,338,"los angeles","los angeles",33.9827359576595,-118.333854285353,1
"10261",1489,32,6,67,0,"male",13,"White only","no 4-year degree",NA,1427,"sacramento","sacramento",38.2347808912313,-121.525610686055,1
"10262",1023,35,6,37,0,"male",12,"White only","no 4-year degree",NA,520,"los angeles","los angeles",34.0843941366201,-118.228637510596,1
"10263",1925,28,6,0,0,"female",12,"White only","no 4-year degree",NA,1138,"unknown","alameda",32.9498701588563,-117.191047681859,1
